query,intent,predicted_intent,is_match
what is the weather like today,chit_chat,chit_chat,1
I need help,chit_chat,chit_chat,1
bye for now,chit_chat,chit_chat,1
Could you find a cheaper version of this floral midi dress and tell me what shoes would go with it?,composite_intent,composite_intent,1
Show me a dupe for this sundress in black and a bag that matches it.,composite_intent,composite_intent,1
Do you have this linen dress in navy and also a cardigan to pair with it?,composite_intent,composite_intent,1
I am looking for a lower-cost alternative to this maxi dress plus sandals to wear with it.,composite_intent,composite_intent,1
Please find a similar eyelet dress in white and accessories to style it with.,composite_intent,composite_intent,1
Can you show me a lookalike of this wrap dress and suggest earrings for it?,composite_intent,composite_intent,1
"A pastel version of this sundress, and what jacket should I wear with it?",composite_intent,composite_intent,1
I would like this dress in red and a belt to complete the outfit.,composite_intent,composite_intent,1
"More affordable replacement for this beach dress in sage, with shoes for it.",composite_intent,composite_intent,1
Could you help me find a similar cotton dress and a hat to match it?,composite_intent,composite_intent,1
bump-hugging ruched maxiskirt,similar_items,similar_items,1
knockoff for this maternity shacket,similar_items,similar_items,1
preggo-friendly cargo joggers,similar_items,similar_items,1
dupe of this belly band,similar_items,similar_items,1
soft nursing hoodie alternative,similar_items,similar_items,1
stretchy bump tube dress,similar_items,similar_items,1
cheap twin of this maternity blazer,similar_items,similar_items,1
comfy prenatal lounge set,similar_items,similar_items,1
lookalike for this bump jumpsuit,similar_items,similar_items,1
belly-safe denim skirt dupe,similar_items,similar_items,1
what kicks go with this maternity sweater dress,graph_pairing,graph_pairing,1
jewelry to vibe with my baby bump gown,graph_pairing,graph_pairing,1
pants that slap with this nursing tank,graph_pairing,graph_pairing,1
what jacket should I throw over this bumpcon dress,graph_pairing,graph_pairing,1
shoes for a maternity photoshoot fit,graph_pairing,graph_pairing,1
bag to pair with this preggo brunch dress,graph_pairing,graph_pairing,1
what top goes with these over-belly leggings,graph_pairing,graph_pairing,1
accessories for this baby shower lewk,graph_pairing,graph_pairing,1
cardigan to wear with this nursing cami,graph_pairing,graph_pairing,1
heels that work with this maternity satin slip,graph_pairing,graph_pairing,1
got this in mocha,color_variant,color_variant,1
same maternity dress in sage?,color_variant,color_variant,1
pink version of this,color_variant,color_variant,1
can I get it in cream,color_variant,color_variant,1
navy shade only,color_variant,color_variant,1
this bump tee in lavender,color_variant,color_variant,1
charcoal one instead,color_variant,color_variant,1
white version rn,color_variant,color_variant,1
yo hey,chit_chat,chit_chat,1
wassup bestie,chit_chat,chit_chat,1
my tracking is acting sus,chit_chat,chit_chat,1
zorp zorp belly jelly,chit_chat,chit_chat,1
can you cancel my order,chit_chat,chit_chat,1
nah I'm just browsing,chit_chat,chit_chat,1
find a budget dupe of this maternity coat and boots to wear with it,composite_intent,composite_intent,1
show me similar nursing dresses but in emerald,composite_intent,composite_intent,1
do you have this bump jumpsuit in espresso to match my sneakers,composite_intent,composite_intent,1
cheaper version of this belly-support romper and a cute bag for it,composite_intent,composite_intent,1
I need lookalike over-bump jeans in white plus a top that goes hard,composite_intent,composite_intent,1
same nursing hoodie in cobalt and joggers to pair with it,composite_intent,composite_intent,1
dupe this baby shower dress but make it blush and add heels,composite_intent,composite_intent,1
similar maternity skirt in olive with a cardigan that matches,composite_intent,composite_intent,1
grab me a cheaper bump gown and earrings for the whole lewk,composite_intent,composite_intent,1
this prenatal lounge set in beige plus slippers that vibe with it,composite_intent,composite_intent,1
brushed modal lounge set,similar_items,similar_items,1
waffle knit house shorts,similar_items,similar_items,1
dupe for this pullover hoodie,similar_items,similar_items,1
cheaper alternative to these joggers,similar_items,similar_items,1
ribbed sleep tank,similar_items,similar_items,1
lookalike for this robe,similar_items,similar_items,1
fleece house pants,similar_items,similar_items,1
soft-touch zip sweatshirt,similar_items,similar_items,1
replacement for this lounge cami,similar_items,similar_items,1
butter jersey pajama bottoms,similar_items,similar_items,1
slippers to go with this lounge set,graph_pairing,graph_pairing,1
what cardigan works over these sleep shorts,graph_pairing,graph_pairing,1
socks for this homewear outfit,graph_pairing,graph_pairing,1
which tee pairs with these waffle pants,graph_pairing,graph_pairing,1
what should I wear with this robe,graph_pairing,graph_pairing,1
hair accessories for this cozy look,graph_pairing,graph_pairing,1
tank tops to wear with these knit joggers,graph_pairing,graph_pairing,1
what bra goes under this lounge camisole,graph_pairing,graph_pairing,1
a layer to throw over this matching set,graph_pairing,graph_pairing,1
slides that complement these house pants,graph_pairing,graph_pairing,1
do you have this in charcoal,color_variant,color_variant,1
same robe in sage green,color_variant,color_variant,1
can I get the oatmeal version,color_variant,color_variant,1
this set in dusty rose please,color_variant,color_variant,1
is there a navy option,color_variant,color_variant,1
show the cream colorway,color_variant,color_variant,1
need these joggers in heather grey,color_variant,color_variant,1
lavender version of this hoodie,color_variant,color_variant,1
does it come in espresso brown,color_variant,color_variant,1
swap this camisole to soft blue,color_variant,color_variant,1
can you track order 58104,chit_chat,chit_chat,1
lol I spilled tea on everything,chit_chat,chit_chat,1
blip blop marshmallow pajama planet,chit_chat,chit_chat,1
are you open on weekends,chit_chat,chit_chat,1
my app keeps freezing,chit_chat,chit_chat,1
find a lower-priced version of this lounge set and slippers to go with it,composite_intent,composite_intent,1
show me similar joggers in forest green,composite_intent,similar_items,0
do you have this hoodie in sand and what pants match it,composite_intent,composite_intent,1
I want a dupe for this robe that works with my satin sleep cami,composite_intent,composite_intent,1
"same style pajama shorts but in lilac, plus a top to pair with them",composite_intent,composite_intent,1
cheaper alternative to this knit set in black,composite_intent,composite_intent,1
find me lookalikes of this lounge tank and a cardigan to wear over it,composite_intent,composite_intent,1
can you swap this to cream and suggest socks that go with it,composite_intent,composite_intent,1
I need a replacement for these house pants and a tee that matches,composite_intent,composite_intent,1
show a more affordable version of this pullover in blush with shorts to wear with it,composite_intent,composite_intent,1
boxy graphic tee,similar_items,similar_items,1
wide-leg tech cargo pants,similar_items,similar_items,1
chunky skate sneakers,similar_items,similar_items,1
washed bomber jacket,similar_items,similar_items,1
cropped puffer,similar_items,similar_items,1
dupe for this,similar_items,similar_items,1
cheaper alternative to these kicks,similar_items,similar_items,1
oversized zip hoodie,similar_items,similar_items,1
utility vest,similar_items,similar_items,1
baggy denim shorts,similar_items,similar_items,1
what goes with this oversized hoodie,graph_pairing,graph_pairing,1
sneakers to rock with these cargos,graph_pairing,graph_pairing,1
a cap to match this fit,graph_pairing,graph_pairing,1
what top should I wear with these baggy jeans,graph_pairing,graph_pairing,1
accessories for a clean streetwear look,graph_pairing,graph_pairing,1
jacket for this tee,graph_pairing,graph_pairing,1
what to pair with this graphic crewneck,graph_pairing,graph_pairing,1
pants to go with this puffer,graph_pairing,graph_pairing,1
belt bag ideas for this outfit,graph_pairing,graph_pairing,1
fresh layers for a skate night fit,graph_pairing,graph_pairing,1
do you have this in black,color_variant,color_variant,1
same tee in white,color_variant,color_variant,1
red version of this hoodie,color_variant,color_variant,1
any olive colorway for these pants,color_variant,color_variant,1
can I get this jacket in navy,color_variant,color_variant,1
need this in cream,color_variant,color_variant,1
got this colorway in grey,color_variant,color_variant,1
this tee but in pink,color_variant,color_variant,1
make it all black,color_variant,color_variant,1
same kicks in blue,color_variant,color_variant,1
hey what's good,chit_chat,chit_chat,1
gm,chit_chat,chit_chat,1
where's my order,chit_chat,chit_chat,1
my package still missing,chit_chat,chit_chat,1
bruh,chit_chat,chit_chat,1
sup fam,chit_chat,chit_chat,1
is it raining out there,chit_chat,chit_chat,1
lol wut,chit_chat,chit_chat,1
need a cheaper dupe for this bomber in black,composite_intent,similar_items,0
show me a lookalike of this hoodie and some pants to match,composite_intent,composite_intent,1
same sneakers in red and what socks go with them,composite_intent,composite_intent,1
copy this vest but in olive and tell me what cargoes to wear with it,composite_intent,composite_intent,1
budget clone of these kicks in white,composite_intent,similar_items,0
this jacket in grey plus a hat to go with it,composite_intent,composite_intent,1
want a near twin of this tee and a chain for the fit,composite_intent,composite_intent,1
red version of this puffer and what jeans slap with it,composite_intent,composite_intent,1
cheaper alt to this hoodie and sneakers that work with it,composite_intent,composite_intent,1
same bag in all black plus a tee to rock with it,composite_intent,composite_intent,1
bump-friendly maxi dress,similar_items,similar_items,1
dupe for this maternity coat,similar_items,similar_items,1
cheap alternative to this nursing tank,similar_items,similar_items,1
stretchy bump jeans,similar_items,similar_items,1
oversized maternity tee,similar_items,similar_items,1
pregnancy-safe bodycon dress,similar_items,similar_items,1
maternity loungewear,similar_items,similar_items,1
wide-band pregnancy shorts,similar_items,similar_items,1
cheap twin of this bump dress,similar_items,similar_items,1
shoes for a maternity midi dress,graph_pairing,graph_pairing,1
jacket to wear over this bump top,graph_pairing,graph_pairing,1
bag to match a baby shower outfit,graph_pairing,graph_pairing,1
what to wear with maternity overalls,graph_pairing,graph_pairing,1
scarf for this pregnancy coat,graph_pairing,graph_pairing,1
boots for a bump-friendly skirt,graph_pairing,graph_pairing,1
belt and jewelry for this wrap dress,graph_pairing,graph_pairing,1
cardigan with a nursing top,graph_pairing,graph_pairing,1
sandals for a maternity jumpsuit,graph_pairing,graph_pairing,1
accessories for a baby shower look,graph_pairing,graph_pairing,1
this in black,color_variant,color_variant,1
navy version pls,color_variant,color_variant,1
do you have it in olive,color_variant,color_variant,1
same dress in burgundy,color_variant,color_variant,1
red colorway,color_variant,color_variant,1
white version of these pants,color_variant,color_variant,1
pink instead,color_variant,color_variant,1
show me this top in beige,color_variant,color_variant,1
any lilac option,color_variant,color_variant,1
can I get the coat in tan,color_variant,color_variant,1
is my maternity order late,chit_chat,chit_chat,1
help urgent,chit_chat,chit_chat,1
lol bump fashion banana,chit_chat,chit_chat,1
I need support now,chit_chat,chit_chat,1
cheaper dupe for this maternity blazer with shoes to go with it,composite_intent,composite_intent,1
show me this bump dress in black and matching heels,composite_intent,composite_intent,1
need a lookalike of this coat plus a scarf for it,composite_intent,composite_intent,1
this maternity top in navy and pants to wear with it,composite_intent,composite_intent,1
find a cheaper version of this jumpsuit and a bag for it,composite_intent,composite_intent,1
similar to this dress but in cream and with sandals,composite_intent,composite_intent,1
copy of these leggings and a sweater to pair,composite_intent,composite_intent,1
lookalike of this cardigan in grey and boots to match,composite_intent,composite_intent,1
duplicate of this set with jewelry to wear,composite_intent,composite_intent,1
this exact tunic in green and accessories to complete the look,composite_intent,composite_intent,1
boxy ivory tee,similar_items,similar_items,1
straight black trousers,similar_items,similar_items,1
ribbed tank,similar_items,similar_items,1
linen overshirt,similar_items,similar_items,1
ankle-length slip skirt,similar_items,similar_items,1
clean leather loafers,similar_items,similar_items,1
minimal tote bag,similar_items,similar_items,1
cropped cardigan,similar_items,similar_items,1
soft knit set,similar_items,similar_items,1
what goes with this blazer,graph_pairing,graph_pairing,1
shoes to wear with these trousers,graph_pairing,graph_pairing,1
bag for this outfit,graph_pairing,graph_pairing,1
jacket to pair with a slip dress,graph_pairing,graph_pairing,1
top for wide-leg pants,graph_pairing,graph_pairing,1
belt with this coat,graph_pairing,graph_pairing,1
what sneakers work with this set,graph_pairing,graph_pairing,1
accessories for a neutral look,graph_pairing,graph_pairing,1
cardigan to layer over this tee,graph_pairing,graph_pairing,1
what to wear with these loafers,graph_pairing,graph_pairing,1
same shirt in white,color_variant,color_variant,1
this dress but in olive,color_variant,color_variant,1
grey instead,color_variant,color_variant,1
any beige option,color_variant,color_variant,1
make it charcoal,color_variant,color_variant,1
show me the brown one,color_variant,color_variant,1
red version of this top,color_variant,color_variant,1
i'm bored,chit_chat,chit_chat,1
help,chit_chat,chit_chat,1
ping,chit_chat,chit_chat,1
Find a cheaper dupe for this blazer in black,composite_intent,composite_intent,1
Show me lookalikes of this bag but in cream,composite_intent,composite_intent,1
Do you have this shirt in navy and something to wear with it,composite_intent,composite_intent,1
Need a similar dress and shoes for it,composite_intent,composite_intent,1
Same pants in beige plus a top that works with them,composite_intent,composite_intent,1
A softer version of this coat in grey with boots,composite_intent,composite_intent,1
Look for a twin of this top and a necklace to match,composite_intent,composite_intent,1
I want this jacket in olive and a pair of sneakers for it,composite_intent,composite_intent,1
"Cheaper copy of this skirt in white, and a blouse to go with it",composite_intent,composite_intent,1
This exact tee in sand and a layer to wear over it,composite_intent,composite_intent,1
tuxedo-style jumpsuit dupe asap,similar_items,similar_items,1
floor-length satin gown alternative,similar_items,similar_items,1
cheaper crystal clutch,similar_items,similar_items,1
lookalike velvet blazer now,similar_items,similar_items,1
formal cape dress replacement,similar_items,similar_items,1
dupe for this pleated maxi,similar_items,similar_items,1
sleek patent loafers similar,similar_items,similar_items,1
budget organza wrap,similar_items,similar_items,1
close match pearl hair comb,similar_items,similar_items,1
affordable silk bow tie,similar_items,similar_items,1
what heels go with this gown hurry,graph_pairing,graph_pairing,1
need earrings to wear with this dress tonight,graph_pairing,graph_pairing,1
which jacket works with this formal jumpsuit,graph_pairing,graph_pairing,1
bag to carry with this black gown asap,graph_pairing,graph_pairing,1
shirt and tie for this tux please fast,graph_pairing,graph_pairing,1
shoes to pair with this navy suit right now,graph_pairing,graph_pairing,1
what necklace should I wear with this neckline,graph_pairing,graph_pairing,1
need a shawl for this sleeveless dress urgently,graph_pairing,graph_pairing,1
accessories for a formal wedding guest outfit,graph_pairing,graph_pairing,1
what should my partner wear with my emerald dress,graph_pairing,graph_pairing,1
black version asap,color_variant,color_variant,1
do you have this in champagne quickly,color_variant,color_variant,1
same thing in burgundy please,color_variant,color_variant,1
ivory colorway now,color_variant,color_variant,1
need it in silver,color_variant,color_variant,1
is there a midnight blue option,color_variant,color_variant,1
swap to emerald green,color_variant,color_variant,1
gold shade available?,color_variant,color_variant,1
this exact one in blush hurry,color_variant,color_variant,1
white version pls urgent,color_variant,color_variant,1
hi quick help,chit_chat,chit_chat,1
hello are you there??,chit_chat,chit_chat,1
where is my package I need it today,chit_chat,chit_chat,1
can you rush shipping,chit_chat,chit_chat,1
is it raining downtown right now,chit_chat,chit_chat,1
help the app is frozen,chit_chat,chit_chat,1
my discount code is not working hurry,chit_chat,chit_chat,1
urgent urgent urgent,chit_chat,chit_chat,1
blip tux potato emergency,chit_chat,chit_chat,1
thanks but I am panicking,chit_chat,chit_chat,1
find a cheaper version of this gown and heels to wear with it asap,composite_intent,composite_intent,1
show me lookalike clutches in silver for this formal wedding tonight,composite_intent,composite_intent,1
need this suit in charcoal and a tie that goes with it fast,composite_intent,composite_intent,1
dupe for this satin dress but in burgundy plus jewelry ideas,composite_intent,composite_intent,1
cheaper tux shoes and socks to pair with them immediately,composite_intent,composite_intent,1
do you have this wrap in gold to wear over my gown,composite_intent,composite_intent,1
similar pearl earrings and a bracelet that works with this dress,composite_intent,composite_intent,1
need a navy version of this blazer and pants to wear with it,composite_intent,composite_intent,1
find this kind of formal jumpsuit cheaper in black and add shoe options,composite_intent,composite_intent,1
red alternative to this gown plus a clutch for a black-tie wedding quick,composite_intent,composite_intent,1
"techwear cargo joggers, please",similar_items,similar_items,1
cyberpunk visor jacket,similar_items,similar_items,1
"more pieces like this utility harness, please",similar_items,similar_items,1
"an affordable substitute for this shell parka, please",similar_items,similar_items,1
"lookalikes for this neon-trim hoodie, please",similar_items,similar_items,1
tactical streetwear vest,similar_items,similar_items,1
"a lower-priced option for this modular backpack, please",similar_items,similar_items,1
"similar futuristic sneakers, please",similar_items,similar_items,1
"dupes for this reflective windbreaker, please",similar_items,similar_items,1
darkwave utility shorts,similar_items,similar_items,1
"what trousers would go well with this cyberpunk jacket, please?",graph_pairing,graph_pairing,1
could you suggest boots to wear with these techwear pants?,graph_pairing,graph_pairing,1
"which accessories would suit this neon raincoat, please?",graph_pairing,graph_pairing,1
what top should I pair with this utility skirt?,graph_pairing,graph_pairing,1
please recommend a bag to go with this futuristic outfit,graph_pairing,graph_pairing,1
what layers would work with this tactical vest?,graph_pairing,graph_pairing,1
could you find gloves for this cyber street look?,graph_pairing,graph_pairing,1
"which shoes would complement this reflective set, please?",graph_pairing,graph_pairing,1
what should I wear with this modular harness?,graph_pairing,graph_pairing,1
please suggest eyewear for this dark tech ensemble,graph_pairing,graph_pairing,1
"do you have this in graphite, please?",color_variant,color_variant,1
could I see the silver version of this?,color_variant,color_variant,1
is there a neon green option for this item?,color_variant,color_variant,1
please show this in matte black,color_variant,color_variant,1
do you offer it in cobalt blue?,color_variant,color_variant,1
"I'd like the burgundy colorway of this, please",color_variant,color_variant,1
can I get this in iridescent grey?,color_variant,color_variant,1
please pull up the olive version,color_variant,color_variant,1
is this available in white?,color_variant,color_variant,1
could you show me this in ultraviolet?,color_variant,color_variant,1
how are you today?,chit_chat,chit_chat,1
"would you check where my parcel is, please?",chit_chat,chit_chat,1
what's the weather like today?,chit_chat,chit_chat,1
bleep bloop umbrella noodles,chit_chat,chit_chat,1
when will my refund arrive?,chit_chat,chit_chat,1
"good evening, I hope you're well",chit_chat,chit_chat,1
static kiwi laser toast,chit_chat,chit_chat,1
could you find a less expensive version of this cyber coat and suggest trousers to wear with it?,composite_intent,composite_intent,1
"please show me items similar to this visor hoodie, but in crimson",composite_intent,composite_intent,1
do you have this exact utility shirt in charcoal to go with these cargo trousers?,composite_intent,composite_intent,1
I'd appreciate a cheaper alternative to this bag in silver,composite_intent,composite_intent,1
could you suggest boots that match this jacket and also find a more affordable jacket like it?,composite_intent,composite_intent,1
please find a lookalike for this harness in black and recommend a top for it,composite_intent,composite_intent,1
"is there a navy version of this parka, and what mask would pair nicely with it?",composite_intent,composite_intent,1
"may I see similar techwear trousers in white, plus shoes to wear with them?",composite_intent,composite_intent,1
could you locate a budget-friendly substitute for this reflective vest and accessories to style with it?,composite_intent,composite_intent,1
please show a purple version of something like this cropped shell and a skirt that would work with it,composite_intent,composite_intent,1
tweed blazer with brass buttons,similar_items,similar_items,1
pleated wool trousers,similar_items,similar_items,1
cable knit cashmere sweater,similar_items,similar_items,1
penny loafers,similar_items,similar_items,1
silk neck scarf,similar_items,similar_items,1
budget version of this cardigan,similar_items,similar_items,1
lookalike for these loafers,similar_items,similar_items,1
replacement for this satchel,similar_items,similar_items,1
less pricey option for this blazer,similar_items,similar_items,1
what goes with this camel coat,graph_pairing,graph_pairing,1
something to wear under this v-neck,graph_pairing,graph_pairing,1
which shoes with these tailored pants,graph_pairing,graph_pairing,1
bag for this polished outfit,graph_pairing,graph_pairing,1
jewelry to pair with this pearl sweater,graph_pairing,graph_pairing,1
layer for this button-down,graph_pairing,graph_pairing,1
what kind of skirt with this cardigan,graph_pairing,graph_pairing,1
outerwear for this dressy set,graph_pairing,graph_pairing,1
belt ideas for these high-waist trousers,graph_pairing,graph_pairing,1
what to wear with this preppy vest,graph_pairing,graph_pairing,1
this in navy maybe,color_variant,color_variant,1
do you have it in forest green,color_variant,color_variant,1
same thing in burgundy,color_variant,color_variant,1
could I see a brown version,color_variant,color_variant,1
any chance it comes in ivory,color_variant,color_variant,1
show the black one,color_variant,color_variant,1
olive option for this,color_variant,color_variant,1
looking for this in soft gray,color_variant,color_variant,1
does it exist in pale blue,color_variant,color_variant,1
it's raining again,chit_chat,chit_chat,1
lol not sure what i want,chit_chat,chit_chat,1
asdfghjkl,chit_chat,chit_chat,1
quiet luxury blah blah,chit_chat,chit_chat,1
you around,chit_chat,chit_chat,1
my app froze,chit_chat,chit_chat,1
something like this blazer but cheaper and kind of for loafers too,composite_intent,composite_intent,1
same cardigan in cream and what bottoms go with it,composite_intent,composite_intent,1
lookalikes of this coat in navy,composite_intent,composite_intent,1
less expensive version of these trousers and a shirt for them,composite_intent,composite_intent,1
this bag in oxblood maybe and shoes with it,composite_intent,composite_intent,1
"dupe for this sweater, maybe darker, and what jacket over it",composite_intent,composite_intent,1
another version of this dress in black to wear with pearls,composite_intent,composite_intent,1
can i get this loafer in tan and a belt that works with it,composite_intent,composite_intent,1
"similar skirt, but in beige, and what top for it",composite_intent,composite_intent,1
cheaper coat like this in charcoal plus a scarf for it,composite_intent,composite_intent,1
office suit dupe,similar_items,similar_items,1
slim fit work suit,similar_items,similar_items,1
cheap blazer and trouser set,similar_items,similar_items,1
tailored two-piece suit,similar_items,similar_items,1
business pant suit,similar_items,similar_items,1
sharp office blazer set,similar_items,similar_items,1
boardroom suit set,similar_items,similar_items,1
formal work suit,similar_items,similar_items,1
clean cut office suit,similar_items,similar_items,1
affordable suit set,similar_items,similar_items,1
shirt to rock with this suit,graph_pairing,graph_pairing,1
shoes with this office suit,graph_pairing,graph_pairing,1
belt and shirt for this suit,graph_pairing,graph_pairing,1
what vest goes with this look,graph_pairing,graph_pairing,1
accessories for this work fit,graph_pairing,graph_pairing,1
pocket square for this blazer,graph_pairing,graph_pairing,1
undershirt for this suit jacket,graph_pairing,graph_pairing,1
what socks with these trousers,graph_pairing,graph_pairing,1
watch to pair with this suit,graph_pairing,graph_pairing,1
same suit in black,color_variant,color_variant,1
got this blazer in navy?,color_variant,color_variant,1
do you have the set in charcoal,color_variant,color_variant,1
this suit but in grey,color_variant,color_variant,1
same fit in tan,color_variant,color_variant,1
can i get it in brown,color_variant,color_variant,1
red version of this blazer,color_variant,color_variant,1
black copy of this suit,color_variant,color_variant,1
any green one of this set,color_variant,color_variant,1
switch this to cream,color_variant,color_variant,1
what's good,chit_chat,chit_chat,1
hello fam,chit_chat,chit_chat,1
skrrt banana blazer,chit_chat,similar_items,0
why is my package late,chit_chat,chit_chat,1
anyone there,chit_chat,chit_chat,1
cheap office suit in black,composite_intent,similar_items,0
dupe for this blazer in navy,composite_intent,composite_intent,1
lookalike of this suit and a white shirt to go with it,composite_intent,composite_intent,1
same suit in charcoal plus shoes for it,composite_intent,composite_intent,1
budget version of this work set with a tie,composite_intent,composite_intent,1
this blazer but in brown and a belt to match,composite_intent,composite_intent,1
office suit clone in grey and a pocket square,composite_intent,composite_intent,1
show me a cheaper copy of this jacket to wear with black trousers,composite_intent,composite_intent,1
same fit in tan and accessories for the whole look,composite_intent,composite_intent,1
dupe of this suit in blue with loafers to pair,composite_intent,composite_intent,1
mesh maxi dress,similar_items,similar_items,1
fringe vest,similar_items,similar_items,1
cowboy boots dupe,similar_items,similar_items,1
sparkly crop top,similar_items,similar_items,1
sheer kimono,similar_items,similar_items,1
bucket hat,similar_items,similar_items,1
faux leather shorts,similar_items,similar_items,1
beaded crossbody bag,similar_items,similar_items,1
wide flare pants,similar_items,similar_items,1
platform sandals dupe,similar_items,similar_items,1
what top goes with this sequin skirt,graph_pairing,graph_pairing,1
shoes for this jumpsuit,graph_pairing,graph_pairing,1
bag to wear with my rave dress,graph_pairing,graph_pairing,1
jacket for a nighttime festival fit,graph_pairing,graph_pairing,1
what jewelry with this boho top,graph_pairing,graph_pairing,1
hat to pair with these shorts,graph_pairing,graph_pairing,1
layering piece for this tank,graph_pairing,graph_pairing,1
sunglasses to go with my outfit,graph_pairing,graph_pairing,1
what should i wear with this printed skirt,graph_pairing,graph_pairing,1
same skirt in black,color_variant,color_variant,1
this top in white,color_variant,color_variant,1
do u have it in red,color_variant,color_variant,1
blue version pls,color_variant,color_variant,1
that dress in olive,color_variant,color_variant,1
can i get this jacket in pink,color_variant,color_variant,1
same shoes but tan,color_variant,color_variant,1
need this bag in silver,color_variant,color_variant,1
this romper in neon green,color_variant,color_variant,1
got it in cream?,color_variant,color_variant,1
u there,chit_chat,chit_chat,1
order status pls,chit_chat,chit_chat,1
banana mode,chit_chat,chit_chat,1
cheaper dupe of this fringe jacket in black,composite_intent,composite_intent,1
lookalike of this mini dress and make it red,composite_intent,composite_intent,1
same boots but i need a cheaper one to wear with my skirt,composite_intent,composite_intent,1
this top in navy plus shoes for a festival,composite_intent,composite_intent,1
find a dupe for this bag and match it with these pants,composite_intent,composite_intent,1
that glitter coat in silver and what should i wear with it,composite_intent,composite_intent,1
lower cost version of these sandals with a top to go with them,composite_intent,composite_intent,1
show me this set in green and accessories for the look,composite_intent,composite_intent,1
similar hat in white and stuff to pair with it,composite_intent,composite_intent,1
need a cheaper alt for this romper in blue with a jacket for night,composite_intent,composite_intent,1
techwear cargo joggers,similar_items,similar_items,1
cyberpunk visor hoodie,similar_items,similar_items,1
dupe for this neon trench,similar_items,similar_items,1
budget alt for these tactical boots,similar_items,similar_items,1
chrome strap backpack,similar_items,similar_items,1
lookalike for this circuit-print tee,similar_items,similar_items,1
cheap swap for this utility harness,similar_items,similar_items,1
matte black shell parka,similar_items,similar_items,1
similar to this LED mask,similar_items,similar_items,1
knockoff of this buckle vest,similar_items,similar_items,1
what kicks go with this techwear fit,graph_pairing,graph_pairing,1
need a jacket for these cyber cargos,graph_pairing,graph_pairing,1
which bag works with this neon parka,graph_pairing,graph_pairing,1
accessories for this dystopia look,graph_pairing,graph_pairing,1
what pants should i rock with this visor top,graph_pairing,graph_pairing,1
layer ideas for this tactical skirt,graph_pairing,graph_pairing,1
what to throw on with these platform boots,graph_pairing,graph_pairing,1
find gloves for this chrome outfit,graph_pairing,graph_pairing,1
what hoodie fits with this harness piece,graph_pairing,graph_pairing,1
show me stuff to wear with this street cyborg jacket,graph_pairing,graph_pairing,1
got this in acid green,color_variant,color_variant,1
same piece in blackout pls,color_variant,color_variant,1
does it come in neon purple,color_variant,color_variant,1
show this in toxic lime,color_variant,color_variant,1
yall got a whiteout colorway,color_variant,color_variant,1
can i see it in gunmetal,color_variant,color_variant,1
same exact one but orange,color_variant,color_variant,1
lemme get this in ice blue,color_variant,color_variant,1
any rain outside rn,chit_chat,chit_chat,1
lol beep boop drip,chit_chat,chit_chat,1
track my order dude,chit_chat,chit_chat,1
zxzx neon potato,chit_chat,chit_chat,1
you good,chit_chat,chit_chat,1
find a cheaper clone of this reactor jacket that goes with my combat boots,composite_intent,composite_intent,1
show me pieces like this holo vest but in crimson,composite_intent,composite_intent,1
got this exact windbreaker in slate to wear with these cargos,composite_intent,composite_intent,1
need a budget version of this mask in white,composite_intent,composite_intent,1
"same vibe as this trench, darker color, plus pants for it",composite_intent,composite_intent,1
pull up a dupe for this harness top and what skirt works with it,composite_intent,composite_intent,1
can you find this bag in chrome and a jacket to pair with it,composite_intent,composite_intent,1
i want a knockoff of these boots in neon pink with a fit to go around them,composite_intent,composite_intent,1
show similar cyber hoodies in blue and what accessories slap with them,composite_intent,composite_intent,1
"cheaper alt for this shell coat in black, also what shoes should i wear with it",composite_intent,composite_intent,1
neon seam shell jacket,similar_items,similar_items,1
blk tactical cargos,similar_items,similar_items,1
holo visor shades,similar_items,similar_items,1
cheap dupe plz,similar_items,similar_items,1
matrix raincoat alt,similar_items,similar_items,1
reflective harness vest,similar_items,similar_items,1
cyber ninja boots,similar_items,similar_items,1
glitch print hoodie,similar_items,similar_items,1
modular sling bag,similar_items,similar_items,1
lowkey android gloves,similar_items,similar_items,1
what pants go w this coat,graph_pairing,graph_pairing,1
boots to wear with this fit,graph_pairing,graph_pairing,1
need a top for these cargo pants,graph_pairing,graph_pairing,1
what jacket works with this neon skirt,graph_pairing,graph_pairing,1
bag that goes w these tech boots,graph_pairing,graph_pairing,1
shirt to pair with this harness,graph_pairing,graph_pairing,1
what do i wear under this mesh jacket,graph_pairing,graph_pairing,1
hat for this cyber fit pls,graph_pairing,graph_pairing,1
gimme shoes for these black cargos,graph_pairing,graph_pairing,1
same one in matte black pls,color_variant,color_variant,1
purple version?,color_variant,color_variant,1
do u have it in chrome,color_variant,color_variant,1
need the red colorway,color_variant,color_variant,1
white variant only,color_variant,color_variant,1
this but in toxic yellow,color_variant,color_variant,1
blue one pls,color_variant,color_variant,1
any gunmetal color,color_variant,color_variant,1
pink version of it,color_variant,color_variant,1
hi hi,chit_chat,chit_chat,1
where my pkg at,chit_chat,chit_chat,1
beep boop jacket ghost,chit_chat,chit_chat,1
can u refund me,chit_chat,chit_chat,1
sup bot,chit_chat,chit_chat,1
my order still processing?,chit_chat,chit_chat,1
zzzt noodle.exe,chit_chat,chit_chat,1
find a cheaper copy of this jacket and pants to go with it,composite_intent,composite_intent,1
show similar boots but in silver,composite_intent,similar_items,0
